,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
2017-01-02,11 - 12,325.62,335.37,335.37,335.37,335.37,335.37,335.37,335.37,335.37,302.86,302.86,310.51,310.51,310.51,335.37,335.37,335.37
2017-01-02,12 - 13,321.7,333.27,333.27,333.27,333.27,333.27,333.27,333.27,333.27,302.38,302.38,304.87,304.87,304.87,333.27,333.27,333.27
2017-01-02,13 - 14,321.22,331.84,331.84,331.84,331.84,331.84,331.84,331.84,331.84,302.76,302.76,309.75,309.75,309.75,331.84,331.84,331.84
2017-01-02,14 - 15,323.33,332.79,332.79,332.79,332.79,332.79,332.79,332.79,332.79,302.96,302.96,314.24,314.24,314.24,332.79,332.79,332.79
2017-01-02,15 - 16,329.83,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,304.58,304.58,315.48,315.48,315.48,343.6,343.6,343.6
2017-01-02,16 - 17,336.24,358.8,358.8,358.8,358.8,358.8,358.8,358.8,358.8,304.96,304.96,312.33,312.33,312.33,358.8,358.8,358.8
2017-01-02,17 - 18,342.36,367.98,367.98,367.98,382.62,367.98,367.98,403.56,367.98,304.58,304.58,306.97,306.97,306.97,367.98,367.98,382.62
2017-01-02,18 - 19,333.08,352.68,352.68,352.68,374.58,352.68,352.68,374.58,352.68,303.82,303.82,303.82,303.82,303.82,352.68,352.68,374.58
2017-01-02,19 - 20,324.47,339.68,339.68,339.68,339.68,339.68,339.68,339.68,339.68,302.38,302.38,302.38,302.38,302.38,339.68,339.68,339.68
2017-01-02,20 - 21,319.6,336.9,336.9,336.9,336.9,336.9,336.9,336.9,336.9,300.85,300.85,300.85,300.85,300.85,336.9,336.9,336.9
2017-01-02,21 - 22,316.44,332.22,332.22,332.22,332.22,332.22,332.22,332.22,332.22,299.42,299.42,299.42,299.42,299.42,332.22,332.22,332.22
2017-01-02,22 - 23,307.16,315.48,315.48,315.48,315.48,315.48,315.48,315.48,305.63,297.41,297.41,297.41,297.41,297.41,315.48,315.48,315.48
2017-01-02,23 - 00,295.78,295.88,295.88,295.88,295.88,295.88,295.4,295.88,295.4,295.4,295.4,295.4,295.4,295.4,295.88,295.88,295.88
2017-01-03,00 - 01,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49,292.49
2017-01-03,01 - 02,289.82,289.82,289.82,289.82,289.82,289.82,289.82,289.82,289.82,289.82,289.82,289.82,289.82,289.82,289.82,289.82,289.82
2017-01-03,02 - 03,287.72,287.72,287.72,287.72,287.72,287.72,287.72,287.72,287.72,287.72,287.72,287.72,287.72,287.72,287.72,287.72,287.72
2017-01-03,03 - 04,287.63,287.63,287.63,287.63,287.63,287.63,287.63,287.63,287.63,287.63,287.63,287.63,287.63,287.63,287.63,287.63,287.63
2017-01-03,04 - 05,290.2,290.11,290.11,290.11,290.11,290.11,290.11,290.11,290.11,290.11,290.11,290.11,290.11,290.11,290.11,290.11,290.11
2017-01-03,05 - 06,298.7,307.67,307.67,307.67,307.67,307.67,293.45,307.67,293.45,293.45,293.45,293.45,293.45,293.45,307.67,307.67,307.67
2017-01-03,06 - 07,306.71,319.69,319.69,319.69,319.69,319.69,296.02,319.69,319.69,296.02,296.02,296.02,296.02,296.02,319.69,319.69,319.69
2017-01-03,07 - 08,321.79,341.64,341.64,341.64,341.64,341.64,301.37,341.64,341.64,301.37,301.37,301.37,301.37,301.37,341.64,341.64,341.64
2017-01-03,08 - 09,328.18,350.99,350.99,350.99,350.99,350.99,303.18,350.99,350.99,303.18,303.18,316.06,316.06,316.06,350.99,350.99,350.99
2017-01-03,09 - 10,322.55,345.17,345.17,345.17,345.17,345.17,314.54,345.17,345.17,299.84,299.84,322.17,322.17,322.17,345.17,345.17,345.17
2017-01-03,10 - 11,317.21,337.82,337.82,337.82,337.82,337.82,298.22,337.82,337.82,298.22,298.22,321.22,321.22,321.22,337.82,337.82,337.82
2017-01-03,11 - 12,312.82,333.24,333.24,333.24,333.24,333.24,294.12,333.24,333.24,294.12,298.22,321.03,321.03,321.03,333.24,333.24,333.24
2017-01-03,12 - 13,310.91,332.19,332.19,332.19,332.19,332.19,291.06,332.19,325.13,291.06,297.84,324.08,324.08,324.08,332.19,332.19,332.19
2017-01-03,13 - 14,307.28,325.32,325.32,325.32,325.32,325.32,288.29,325.32,325.32,288.29,298.03,325.32,325.32,325.32,325.32,325.32,325.32
2017-01-03,14 - 15,306.52,326.85,326.85,326.85,326.85,326.85,286.48,326.85,326.85,286.48,298.03,326.85,326.85,326.85,326.85,326.85,326.85
2017-01-03,15 - 16,306.33,329.33,329.33,329.33,329.33,329.33,283.52,329.33,313.68,283.52,298.7,329.33,329.33,329.33,329.33,329.33,329.33
2017-01-03,16 - 17,308.33,333.43,333.43,333.43,333.43,333.53,284.29,333.43,333.43,284.29,298.98,333.43,333.43,333.43,333.53,333.53,333.53
2017-01-03,17 - 18,307.09,330.09,330.09,330.09,330.09,330.09,285.34,330.09,330.09,285.34,298.89,330.09,330.09,330.09,330.09,330.09,330.09
2017-01-03,18 - 19,304.14,325.03,325.03,325.03,325.03,325.03,284.19,325.03,325.03,284.19,298.6,324.37,324.37,324.37,325.03,325.03,325.03
2017-01-03,19 - 20,298.6,314.25,314.25,314.25,314.25,314.25,282.09,314.25,303.66,282.09,298.03,314.25,314.25,314.25,314.25,314.25,314.25
2017-01-03,20 - 21,292.87,303.47,303.47,303.47,303.47,303.47,280.56,303.47,303.47,280.56,297.55,303.47,303.47,303.47,303.47,303.47,303.47
2017-01-03,21 - 22,286.86,291.16,291.16,291.16,291.16,291.16,234.38,251.08,291.16,280.56,291.16,291.16,291.16,291.16,291.16,291.16,291.16
2017-01-03,22 - 23,279.32,279.32,279.32,279.32,279.32,279.32,169.58,169.58,279.32,279.32,279.32,279.32,279.32,279.32,279.32,279.32,279.32
2017-01-03,23 - 00,270.07,271.59,271.59,271.59,271.59,271.59,1.15,90.56,271.59,271.59,271.59,271.59,271.59,271.59,271.59,271.59,271.59
2017-01-04,00 - 01,253.7,247.03,247.03,247.03,247.03,247.03,1.05,1.05,266.47,266.47,266.47,247.03,247.03,247.03,247.03,247.03,247.03
2017-01-04,01 - 02,249.6,242.08,242.08,242.08,242.08,242.08,-0.48,-0.48,266.28,266.28,266.28,242.08,242.08,242.08,242.08,242.08,242.08
2017-01-04,02 - 03,246.37,241.51,241.51,241.51,241.51,241.51,-59.73,-59.73,264.47,264.47,264.47,241.51,241.51,241.51,241.51,241.51,241.51
2017-01-04,03 - 04,247.51,242.46,242.46,242.46,242.46,242.46,-48.49,-48.49,264.37,264.37,264.37,242.46,242.46,242.46,242.46,242.46,242.46
2017-01-04,04 - 05,251.13,247.41,247.41,247.41,247.41,247.41,0.57,0.57,263.04,263.04,263.04,247.41,247.41,247.41,247.41,247.41,247.41
2017-01-04,05 - 06,263.13,265.51,265.51,265.51,265.51,265.51,100.51,100.51,265.51,265.51,265.51,265.51,265.51,265.51,265.51,265.51,265.51
2017-01-04,06 - 07,274.76,275.52,275.52,275.52,275.52,275.52,104.61,119.56,275.52,274.09,275.52,275.52,275.52,275.52,275.52,275.52,275.52
2017-01-04,07 - 08,289.9,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,282.76,292.0,292.0,292.0,292.0,292.0,292.0,292.0
2017-01-04,08 - 09,298.19,306.1,306.1,306.1,306.1,306.1,290.0,306.1,297.14,290.0,297.14,306.1,306.1,306.1,306.1,306.1,306.1
2017-01-04,09 - 10,303.05,316.96,316.96,316.96,316.96,316.96,290.0,316.96,297.14,290.0,297.14,316.96,316.96,316.96,316.96,316.96,316.96
2017-01-04,10 - 11,304.38,319.34,319.34,319.34,319.34,319.34,291.24,319.34,297.72,291.24,297.72,319.34,319.34,319.34,319.34,319.34,319.34
2017-01-04,11 - 12,306.39,323.25,323.25,323.25,323.25,323.25,291.71,323.25,323.25,291.71,297.24,323.25,323.25,323.25,323.25,323.25,323.25
2017-01-04,12 - 13,305.34,323.25,323.25,323.25,323.25,323.25,292.95,323.25,305.15,292.95,296.86,323.25,323.25,323.25,323.25,323.25,323.25
2017-01-04,13 - 14,305.62,323.34,323.34,323.34,323.34,323.34,292.29,323.34,300.19,292.29,296.76,323.34,323.34,323.34,323.34,323.34,323.34
2017-01-04,14 - 15,309.53,325.34,325.34,325.34,325.34,325.34,292.76,325.34,305.34,292.76,296.95,325.34,325.34,325.34,325.34,325.34,325.34
2017-01-04,15 - 16,317.44,336.3,336.3,336.3,336.3,336.3,293.81,336.3,312.2,293.81,298.48,336.3,336.3,336.3,336.3,336.3,336.3
2017-01-04,16 - 17,324.87,345.64,345.64,345.64,345.64,345.64,297.43,345.64,305.34,297.43,299.91,345.64,345.64,345.64,345.64,345.64,345.64
2017-01-04,17 - 18,328.68,350.69,350.69,350.69,350.69,350.69,299.81,350.69,305.05,299.81,299.81,350.69,350.69,350.69,350.69,350.69,350.69
2017-01-04,18 - 19,322.01,338.68,338.68,338.68,338.68,338.68,298.1,338.68,305.24,298.1,298.29,338.68,338.68,338.68,338.68,338.68,338.68
2017-01-04,19 - 20,312.48,328.68,328.68,328.68,328.68,328.68,296.76,328.68,328.68,296.76,296.76,328.68,328.68,328.68,328.68,328.68,328.68
2017-01-04,20 - 21,305.91,322.87,322.87,322.87,322.87,322.87,295.62,322.87,322.87,295.62,295.81,322.87,322.87,322.87,322.87,322.87,322.87
2017-01-04,21 - 22,302.19,314.58,314.58,314.58,314.58,314.58,294.95,314.58,311.43,294.95,294.95,314.58,314.58,314.58,314.58,314.58,314.58
2017-01-04,22 - 23,298.76,308.0,308.0,308.0,308.0,308.0,294.1,308.0,305.34,294.1,294.1,308.0,308.0,308.0,308.0,308.0,308.0
2017-01-04,23 - 00,291.33,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,284.47,284.47,284.47
2017-01-05,00 - 01,290.36,290.74,290.74,290.74,290.74,290.74,290.74,290.74,290.74,290.74,290.74,290.74,290.74,290.74,281.02,223.37,223.37
2017-01-05,01 - 02,287.6,288.07,288.07,288.07,288.07,288.07,288.07,288.07,288.07,288.07,288.07,288.07,288.07,288.07,280.93,220.22,220.22
2017-01-05,02 - 03,285.6,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,285.88,281.02,219.56,219.56
2017-01-05,03 - 04,286.07,286.45,286.45,286.45,286.45,286.45,286.45,286.45,286.45,286.45,286.45,286.45,286.45,286.45,281.12,219.56,219.56
2017-01-05,04 - 05,291.31,291.69,291.69,291.69,291.69,291.69,291.69,291.69,291.69,291.69,291.69,291.69,291.69,291.69,291.69,288.07,288.07
2017-01-05,05 - 06,299.99,309.23,309.23,309.23,309.23,309.23,275.97,309.23,304.08,296.65,296.65,298.56,298.56,298.56,309.23,309.23,309.23
2017-01-05,06 - 07,319.23,332.29,332.29,332.29,332.29,332.29,322.28,332.29,313.61,301.61,301.61,322.95,322.95,320.76,332.29,332.29,332.29
2017-01-05,07 - 08,362.88,400.9,400.9,400.9,400.9,400.9,354.59,400.9,400.9,315.23,315.23,332.48,332.48,332.48,400.9,400.9,400.9
2017-01-05,08 - 09,396.99,413.39,413.39,413.39,413.39,413.39,371.46,413.39,413.39,371.46,332.96,332.96,332.96,332.96,413.39,413.39,413.39
2017-01-05,09 - 10,393.47,400.62,400.62,400.62,400.62,400.62,371.74,400.62,400.62,370.31,328.67,332.86,332.86,332.86,400.62,400.62,400.62
2017-01-05,10 - 11,402.71,410.15,410.15,410.15,410.15,410.15,410.15,410.15,410.15,323.05,323.05,351.06,351.06,351.06,410.15,410.15,410.15
2017-01-05,11 - 12,409.38,424.44,424.44,424.44,424.44,424.44,424.44,424.44,424.44,318.28,318.28,332.96,332.96,332.96,424.44,424.44,424.44
2017-01-05,12 - 13,403.76,424.63,424.63,424.63,424.63,424.63,424.63,424.63,424.63,314.28,314.28,324.95,324.95,324.95,424.63,424.63,424.63
2017-01-05,13 - 14,408.14,425.58,425.58,425.58,425.58,425.58,425.58,425.58,425.58,313.71,313.71,327.62,327.62,327.62,425.58,425.58,425.58
2017-01-05,14 - 15,410.53,428.73,428.73,428.73,428.73,428.73,428.73,428.73,428.73,313.52,313.52,328.57,328.57,328.57,428.73,428.73,428.73
2017-01-05,15 - 16,428.16,534.6,534.6,534.6,534.6,534.6,534.6,534.6,534.6,313.9,313.9,328.48,328.48,328.48,534.6,534.6,534.6
2017-01-05,16 - 17,482.57,664.2,664.2,664.2,664.2,664.2,664.2,664.2,664.2,334.39,313.9,320.09,320.09,320.09,664.2,664.2,664.2
2017-01-05,17 - 18,480.38,704.41,704.41,704.41,704.41,704.41,704.41,704.41,704.41,323.81,313.23,313.23,313.23,313.23,704.41,704.41,704.41
2017-01-05,18 - 19,458.46,686.02,686.02,686.02,686.02,686.02,686.02,686.02,686.02,318.85,311.23,311.23,311.23,308.18,686.02,686.02,686.02
2017-01-05,19 - 20,435.97,477.23,477.23,477.23,477.23,477.23,477.23,477.23,477.23,308.75,308.75,308.75,308.75,301.99,477.23,477.23,477.23
2017-01-05,20 - 21,400.33,427.77,427.77,427.77,427.77,427.77,427.77,427.77,427.77,307.13,307.13,307.13,307.13,297.13,427.77,427.77,427.77
2017-01-05,21 - 22,360.59,400.71,400.71,400.71,400.71,400.71,400.71,400.71,400.71,304.18,304.18,304.18,304.18,296.65,400.71,400.71,400.71
2017-01-05,22 - 23,333.05,354.68,354.68,354.68,354.68,354.68,354.68,354.68,342.39,301.32,301.32,301.32,301.32,286.07,350.3,350.3,350.3
2017-01-05,23 - 00,317.52,330.19,330.19,330.19,330.19,330.19,319.52,330.19,315.23,299.41,299.41,299.41,299.41,282.55,330.1,330.1,330.1
2017-01-06,00 - 01,316.42,341.68,341.68,341.68,341.68,341.68,341.68,341.68,298.59,298.59,298.59,298.59,298.59,254.07,297.93,297.93,297.93
2017-01-06,01 - 02,312.32,338.82,338.82,338.82,338.82,338.82,338.82,338.82,296.88,296.88,296.88,296.88,296.88,253.12,295.35,295.35,295.35
2017-01-06,02 - 03,304.5,329.77,329.77,329.77,329.77,329.77,329.77,329.77,296.49,296.49,296.49,296.49,296.49,252.45,295.26,295.26,295.26
2017-01-06,03 - 04,303.74,326.81,326.81,326.81,326.81,326.81,326.81,326.81,296.3,296.3,296.3,296.3,296.3,251.97,303.17,297.64,297.64
2017-01-06,04 - 05,303.07,325.67,325.67,325.67,325.67,325.67,325.67,325.67,296.49,296.49,296.49,296.49,296.49,251.88,322.14,303.26,303.26
2017-01-06,05 - 06,300.98,310.7,310.7,310.7,310.7,310.7,310.7,310.7,298.69,298.69,298.69,298.69,298.69,252.74,310.7,298.59,298.59
2017-01-06,06 - 07,310.32,327.19,327.19,327.19,327.19,327.19,327.19,327.19,302.5,302.5,302.5,302.5,302.5,260.55,327.19,327.19,327.19
2017-01-06,07 - 08,314.04,323.86,323.86,323.86,460.47,323.86,323.86,471.82,323.86,309.56,307.65,307.65,307.65,263.99,323.86,323.86,323.86
2017-01-06,08 - 09,317.18,324.14,324.14,324.14,557.52,324.14,324.14,571.25,324.14,312.42,309.56,309.56,309.56,266.27,324.14,324.14,324.14
2017-01-06,09 - 10,317.47,324.62,324.62,324.62,324.62,324.62,309.84,572.02,324.62,309.84,309.84,309.84,309.84,266.85,324.62,324.62,324.62
2017-01-06,10 - 11,318.33,329.39,329.39,329.39,558.67,329.39,304.88,572.4,329.39,304.88,304.88,304.88,304.88,266.75,329.39,329.39,329.39
2017-01-06,11 - 12,314.42,329.67,329.67,329.67,536.84,329.67,299.83,550.09,329.67,299.83,299.83,299.83,299.83,266.56,329.67,329.67,329.67
2017-01-06,12 - 13,312.42,325.67,325.67,325.67,332.91,325.67,298.12,436.92,325.67,298.12,298.12,298.12,298.12,265.32,325.67,325.67,332.91
2017-01-06,13 - 14,310.89,323.38,323.38,323.38,370.09,323.38,294.21,436.45,321.09,294.21,297.26,297.26,297.26,264.75,323.38,323.38,370.09
2017-01-06,14 - 15,308.79,323.0,323.0,323.0,338.35,323.0,293.63,338.35,323.0,293.63,296.97,296.97,296.97,264.46,323.0,323.0,338.35
2017-01-06,15 - 16,310.6,327.77,327.77,327.77,345.5,332.91,291.44,345.5,324.24,291.44,296.97,296.97,296.97,263.99,332.91,332.91,345.5
2017-01-06,16 - 17,312.32,329.48,329.48,329.48,535.22,333.2,291.63,535.22,302.41,291.63,296.4,296.4,296.4,262.94,333.2,333.2,388.4
2017-01-06,17 - 18,312.32,327.1,327.1,327.1,530.26,331.1,294.59,530.26,316.61,294.59,295.73,295.73,295.73,261.98,331.1,331.1,399.36
2017-01-06,18 - 19,308.22,325.67,325.67,325.67,395.36,330.91,292.78,395.36,295.26,292.78,295.26,295.26,295.26,261.32,330.91,330.91,395.36
2017-01-06,19 - 20,300.59,315.66,315.66,315.66,339.87,318.61,289.54,339.87,292.68,289.54,292.68,292.68,292.68,260.74,318.61,318.61,339.87
2017-01-06,20 - 21,295.06,306.31,306.31,306.31,306.31,306.31,288.68,306.31,291.82,288.68,291.82,291.82,291.82,260.36,306.31,306.31,306.31
2017-01-06,21 - 22,290.11,300.88,300.88,300.88,300.88,300.88,286.77,300.88,286.77,286.77,286.77,286.77,286.77,259.31,300.88,300.88,300.88
2017-01-06,22 - 23,283.91,287.72,287.72,287.72,287.72,287.72,284.2,287.72,284.2,284.2,284.2,284.2,284.2,252.74,287.72,287.72,287.72
2017-01-06,23 - 00,275.14,276.57,276.57,276.57,276.57,276.57,276.57,276.57,276.57,276.57,276.57,276.57,276.57,252.16,276.57,276.57,276.57
2017-01-07,00 - 01,278.15,280.25,280.25,280.25,280.25,280.25,280.25,280.25,280.25,280.25,280.25,280.25,280.25,250.46,280.25,280.25,280.25
2017-01-07,01 - 02,271.18,275.76,275.76,275.76,275.76,275.76,260.87,275.76,275.76,275.76,275.76,275.76,275.76,249.6,275.76,275.76,275.76
2017-01-07,02 - 03,266.31,270.03,270.03,270.03,270.03,270.03,257.62,270.03,270.03,270.03,270.03,270.03,270.03,248.83,270.03,270.03,270.03
2017-01-07,03 - 04,261.25,265.83,265.83,265.83,265.83,265.83,257.14,265.83,265.83,265.83,265.83,265.83,265.83,248.26,265.83,265.83,265.83
2017-01-07,04 - 05,264.49,267.74,267.74,267.74,267.74,267.74,262.01,267.74,267.74,267.74,267.74,267.74,267.74,248.26,267.74,267.74,267.74
2017-01-07,05 - 06,269.75,273.47,273.47,273.47,273.47,273.47,273.47,273.47,273.47,273.47,273.47,273.47,273.47,248.36,273.47,273.47,273.47
2017-01-07,06 - 07,275.0,277.86,277.86,277.86,277.86,277.86,277.86,277.86,277.86,277.86,277.86,277.86,277.86,248.83,277.86,277.86,277.86
2017-01-07,07 - 08,279.68,281.59,281.59,281.59,281.59,281.59,281.59,281.59,281.59,281.59,281.59,281.59,281.59,249.69,281.59,281.59,281.59
2017-01-07,08 - 09,285.02,286.17,286.17,286.17,286.17,286.17,286.17,286.17,286.17,286.17,286.17,286.17,286.17,250.65,286.17,286.17,286.17
2017-01-07,09 - 10,290.37,293.33,293.33,293.33,293.33,293.33,291.32,293.33,293.33,291.32,291.32,291.32,291.32,251.03,293.33,293.33,293.33
2017-01-07,10 - 11,293.81,300.49,300.49,300.49,300.49,300.49,293.04,300.49,300.49,293.04,293.04,293.04,293.04,251.89,300.49,300.49,300.49
2017-01-07,11 - 12,295.43,304.6,304.6,304.6,304.6,304.6,293.52,304.6,304.6,293.52,293.52,293.52,293.52,252.18,304.6,304.6,304.6
2017-01-07,12 - 13,294.67,300.97,300.97,300.97,300.97,300.97,293.33,300.97,300.97,293.33,293.33,293.33,293.33,252.46,300.97,300.97,300.97
2017-01-07,13 - 14,294.09,299.06,299.06,299.06,299.06,299.06,293.14,299.06,299.06,293.14,293.14,293.14,293.14,252.65,299.06,299.06,299.06
2017-01-07,14 - 15,295.81,304.12,304.12,304.12,304.12,304.12,293.81,304.12,304.12,293.81,293.81,293.81,293.81,252.46,304.12,304.12,304.12
2017-01-07,15 - 16,301.35,313.48,313.48,313.48,313.48,313.48,295.24,313.48,313.48,295.24,295.24,295.24,295.24,252.84,313.48,313.48,313.48
2017-01-07,16 - 17,310.71,330.57,330.57,330.57,330.57,330.57,297.44,330.57,330.57,297.44,297.44,297.44,297.44,252.18,330.57,330.57,330.57
2017-01-07,17 - 18,314.34,335.92,335.92,335.92,337.25,335.92,300.11,337.25,335.92,300.11,300.11,300.11,300.11,251.98,335.92,337.25,337.25
2017-01-07,18 - 19,311.28,327.32,327.32,327.32,327.32,327.32,300.2,327.32,327.32,300.2,300.2,300.2,300.2,251.7,327.32,327.32,327.32
2017-01-07,19 - 20,305.27,318.44,318.44,318.44,318.44,318.44,297.72,318.44,318.44,297.72,297.72,297.72,297.72,251.51,318.44,318.44,318.44
2017-01-07,20 - 21,300.2,311.95,311.95,311.95,311.95,311.95,296.48,311.95,311.95,296.48,296.48,296.48,296.48,251.03,311.95,311.95,311.95
2017-01-07,21 - 22,298.3,310.8,310.8,310.8,310.8,310.8,295.62,310.8,310.8,295.62,295.62,295.62,295.62,250.74,310.8,310.8,310.8
2017-01-07,22 - 23,295.81,304.02,304.02,304.02,304.02,304.02,294.38,304.02,304.02,294.38,294.38,294.38,294.38,250.46,304.02,304.02,304.02
2017-01-07,23 - 00,291.23,292.18,292.18,292.18,292.18,292.18,292.18,292.18,292.18,292.18,292.18,292.18,292.18,250.17,292.18,292.18,292.18
2017-01-08,00 - 01,292.56,293.8,293.8,293.8,293.8,293.8,293.8,293.8,293.8,293.8,293.8,293.8,293.8,249.37,293.8,293.8,293.8
2017-01-08,01 - 02,291.31,292.75,292.75,292.75,292.75,292.75,292.75,292.75,292.75,292.75,292.75,292.75,292.75,248.99,292.75,292.75,292.75
